table_id,Category,Universe,Table Name,Measure
B08602,Journey to Work,workers 16 years and over who did not work at home,TIME ARRIVING AT WORK FROM HOME FOR WORKPLACE GEOGRAPHY,Individuals
B08603,Journey to Work,workers 16 years and over who did not work at home,TRAVEL TIME TO WORK FOR WORKPLACE GEOGRAPHY,Individuals
B08604,Journey to Work,workers 16 years and over,WORKER POPULATION FOR WORKPLACE GEOGRAPHY,Individuals
B09001,Children - Relationship,population under 18 years,POPULATION UNDER 18 YEARS BY AGE,Individuals
B09002,Children - Relationship,own children under 18 years,OWN CHILDREN UNDER 18 YEARS BY FAMILY TYPE AND AGE,Individuals
B09005,Children - Relationship,"population under 18 years in households (excluding householders, spouses, and unmarried partners)",HOUSEHOLD TYPE FOR CHILDREN UNDER 18 YEARS IN HOUSEHOLDS,Households
B09006,Children - Relationship,"population under 18 years in households (excluding householders, spouses, and unmarried partners)",RELATIONSHIP TO HOUSEHOLDER FOR CHILDREN UNDER 18 YEARS IN HOUSEHOLDS,Individuals
B09008,Children - Relationship,"population under 18 years in households (excluding householders, spouses and unmarried partners)",PRESENCE OF UNMARRIED PARTNER OF HOUSEHOLDER BY HOUSEHOLD TYPE FOR CHILDREN UNDER 18 YEARS IN HOUSEHOLDS,Individuals
B09008,Children - Relationship,"population under 18 years in households (excluding householders, spouses, and unmarried partners)",PRESENCE OF UNMARRIED PARTNER OF HOUSEHOLDER BY HOUSEHOLD TYPE FOR CHILDREN UNDER 18 YEARS IN HOUSEHOLDS,Individuals
B09010,Children - Relationship,population under 18 years in households,"RECEIPT OF SUPPLEMENTAL SECURITY INCOME , CASH PUBLIC ASSISTANCE INCOME, OR FOOD STAMPS/SNAP IN THE PAST 12 MONTHS BY HOUSEHOLD TYPE FOR CHILDREN UNDER 18 YEARS IN HOUSEHOLDS",Individuals
B09016,Children - Relationship,total population,HOUSEHOLD TYPE  BY RELATIONSHIP,Households
B09017,Children - Relationship,population 65 years and over,RELATIONSHIP BY HOUSEHOLD TYPE  FOR THE POPULATION 65 YEARS AND OVER,Individuals
B09018,Children - Relationship,"population under 18 years in households (excluding householders, spouses, and unmarried partners)",RELATIONSHIP TO HOUSEHOLDER FOR CHILDREN UNDER 18 YEARS IN HOUSEHOLDS,Individuals
B09019,Children - Relationship,total population,HOUSEHOLD TYPE  BY RELATIONSHIP,Households
B09020,Children - Relationship,population 65 years and over,RELATIONSHIP BY HOUSEHOLD TYPE  FOR THE POPULATION 65 YEARS AND OVER,Individuals
B09021,Children - Relationship,population 18 years and over in households,LIVING ARRANGEMENTS OF ADULTS 18 YEARS AND OVER BY AGE,Individuals
B09021,Children - Relationship,population 18 years and over in households,LIVING ARRANGEMENTS OF ADULTS 18 YEARS AND OVER IN THE UNITED STATES,Individuals
B10001,Grand(Persons) - Age of HH Members,grandchildren under 18 living with a grandparent householder,GRANDCHILDREN UNDER 18 YEARS LIVING WITH A GRANDPARENT HOUSEHOLDER BY AGE OF GRANDCHILD,Individuals
B10001,Grand(Persons) - Age of HH Members,grandchildren under 18 living with grandparent householder,GRANDCHILDREN UNDER 18 YEARS LIVING WITH A GRANDPARENT HOUSEHOLDER BY AGE OF GRANDCHILD,Individuals
B10002,Grand(Persons) - Age of HH Members,grandchildren under 18 living with a grandparent householder,GRANDCHILDREN UNDER 18 YEARS LIVING WITH A GRANDPARENT HOUSEHOLDER BY GRANDPARENT RESPONSIBILITY AND PRESENCE OF PARENT,Individuals
B10002,Grand(Persons) - Age of HH Members,grandchildren under 18 living with grandparent householder,GRANDCHILDREN UNDER 18 YEARS LIVING WITH A GRANDPARENT HOUSEHOLDER BY GRANDPARENT RESPONSIBILITY AND PRESENCE OF PARENT,Individuals
B10010,Grand(Persons) - Age of HH Members,families with grandparent householders and/or spouses living with grandchildren,MEDIAN FAMILY INCOME FOR FAMILIES WITH GRANDPARENT HOUSEHOLDERS AND/OR SPOUSES LIVING WITH OWN GRANDCHILDREN UNDER 18 YEARS BY RESPONSIBILITY FOR OWN GRANDCHILDREN AND PRESENCE OF PARENT OF GRANDCHILD,Median Income (Family)
B10010,Grand(Persons) - Age of HH Members,families with grandparent householders and/or spouses living with grandchildren,MEDIAN FAMILY INCOME FOR FAMILIES WITH GRANDPARENT HOUSEHOLDERS AND/OR SPOUSES LIVING WITH OWN GRANDCHILDREN UNDER 18 YEARS BY RESPONSIBILITY FOR OWN GRANDCHILDREN AND PRESENCE OF PARENT OF GRANDCHILDREN,Median Income (Family)
B10050,Grand(Persons) - Age of HH Members,population 30 years and over,GRANDPARENTS LIVING WITH OWN GRANDCHILDREN UNDER 18 YEARS BY RESPONSIBILITY FOR OWN GRANDCHILDREN BY LENGTH OF TIME RESPONSIBLE FOR OWN GRANDCHILDREN FOR THE POPULATION 30 YEARS AND OVER,Individuals
B10051,Grand(Persons) - Age of HH Members,grandparents living with own grandchildren under 18 years,GRANDPARENTS LIVING WITH OWN GRANDCHILDREN UNDER 18 YEARS BY RESPONSIBILITY FOR OWN GRANDCHILDREN BY PRESENCE OF PARENT OF GRANDCHILDREN AND AGE OF GRANDPARENT,Individuals
B10051A,Grand(Persons) - Age of HH Members,grandparents (white alone) living with own grandchildren under 18 years,GRANDPARENTS LIVING WITH OWN GRANDCHILDREN UNDER 18 YEARS BY RESPONSIBILITY FOR OWN GRANDCHILDREN AND AGE OF GRANDPARENT,Individuals
B10051B,Grand(Persons) - Age of HH Members,grandparents (black or african american alone) living with own grandchildren under 18 years,GRANDPARENTS LIVING WITH OWN GRANDCHILDREN UNDER 18 YEARS BY RESPONSIBILITY FOR OWN GRANDCHILDREN AND AGE OF GRANDPARENT,Individuals
B10051C,Grand(Persons) - Age of HH Members,grandparents (american indian and alaska native alone) living with own grandchildren under 18 years,GRANDPARENTS LIVING WITH OWN GRANDCHILDREN UNDER 18 YEARS BY RESPONSIBILITY FOR OWN GRANDCHILDREN AND AGE OF GRANDPARENT,Individuals
B10051D,Grand(Persons) - Age of HH Members,grandparents (asian alone) living with own grandchildren under 18 years,GRANDPARENTS LIVING WITH OWN GRANDCHILDREN UNDER 18 YEARS BY RESPONSIBILITY FOR OWN GRANDCHILDREN AND AGE OF GRANDPARENT,Individuals
B10051E,Grand(Persons) - Age of HH Members,grandparents (native hawaiian and other pacific islander alone) living with own grandchildren under 18 years,GRANDPARENTS LIVING WITH OWN GRANDCHILDREN UNDER 18 YEARS BY RESPONSIBILITY FOR OWN GRANDCHILDREN AND AGE OF GRANDPARENT,Individuals
B10051F,Grand(Persons) - Age of HH Members,grandparents (some other race alone) living with own grandchildren under 18 years,GRANDPARENTS LIVING WITH OWN GRANDCHILDREN UNDER 18 YEARS BY RESPONSIBILITY FOR OWN GRANDCHILDREN AND AGE OF GRANDPARENT,Individuals
B10051G,Grand(Persons) - Age of HH Members,grandparents (two or more races) living with own grandchildren under 18 years,GRANDPARENTS LIVING WITH OWN GRANDCHILDREN UNDER 18 YEARS BY RESPONSIBILITY FOR OWN GRANDCHILDREN AND AGE OF GRANDPARENT,Individuals
B10051H,Grand(Persons) - Age of HH Members,"grandparents (white alone, not hispanic or latino) living with own grandchildren under 18 years",GRANDPARENTS LIVING WITH OWN GRANDCHILDREN UNDER 18 YEARS BY RESPONSIBILITY FOR OWN GRANDCHILDREN AND AGE OF GRANDPARENT,Individuals
B10051I,Grand(Persons) - Age of HH Members,grandparents (hispanic or latino) living with own grandchildren under 18 years,GRANDPARENTS LIVING WITH OWN GRANDCHILDREN UNDER 18 YEARS BY RESPONSIBILITY FOR OWN GRANDCHILDREN AND AGE OF GRANDPARENT,Individuals
B10052,Grand(Persons) - Age of HH Members,civilian grandparents living with own grandchildren under 18 years,DISABILITY STATUS OF GRANDPARENTS LIVING WITH OWN GRANDCHILDREN UNDER 18 YEARS BY RESPONSIBILITY FOR OWN GRANDCHILDREN AND AGE OF GRANDPARENT,Individuals
B10053,Grand(Persons) - Age of HH Members,grandparents living with own grandchildren under 18 years,CITIZENSHIP STATUS BY GRANDPARENTS RESPONSIBLE FOR OWN GRANDCHILDREN UNDER 18 YEARS BY AGE OF GRANDPARENT,Individuals
B10053,Grand(Persons) - Age of HH Members,grandparents living with own grandchildren under 18 years,NATIVITY BY GRANDPARENTS RESPONSIBLE FOR OWN GRANDCHILDREN UNDER 18 YEARS BY AGE OF GRANDPARENT,Individuals
B10054,Grand(Persons) - Age of HH Members,grandparents living with own grandchildren under 18 years,LANGUAGE AND ABILITY TO SPEAK ENGLISH OF GRANDPARENTS LIVING WITH OWN GRANDCHILDREN UNDER 18 YEARS BY RESPONSIBILITY FOR OWN GRANDCHILDREN AND AGE OF GRANDPARENT,Individuals
B10056,Grand(Persons) - Age of HH Members,grandparents living with own grandchildren under 18 years,SEX OF GRANDPARENTS LIVING WITH OWN GRANDCHILDREN UNDER 18 YEARS BY RESPONSIBILITY FOR OWN GRANDCHILDREN AND AGE OF GRANDPARENT,Individuals
B10057,Grand(Persons) - Age of HH Members,grandparents living with own grandchildren under 18 years,MARITAL STATUS BY GRANDPARENTS LIVING WITH OWN GRANDCHILDREN UNDER 18 YEARS BY RESPONSIBILITY FOR OWN GRANDCHILDREN AND AGE OF GRANDPARENT,Individuals
B10058,Grand(Persons) - Age of HH Members,grandparents living with own grandchildren under 18 years,EMPLOYMENT STATUS OF GRANDPARENTS LIVING WITH OWN GRANDCHILDREN UNDER 18 YEARS BY RESPONSIBILITY FOR OWN GRANDCHILDREN AND AGE OF GRANDPARENT,Individuals
B10059,Grand(Persons) - Age of HH Members,grandparents living with own grandchildren under 18 years for whom poverty status is determined,POVERTY STATUS IN THE PAST 12 MONTHS OF GRANDPARENTS LIVING WITH OWN GRANDCHILDREN UNDER 18 YEARS BY RESPONSIBILITY FOR OWN GRANDCHILDREN AND AGE OF GRANDPARENT,Individuals
B10060,Grand(Persons) - Age of HH Members,grandparents living with own grandchildren under 18 years in households,UNITS IN STRUCTURE OF GRANDPARENTS LIVING WITH OWN GRANDCHILDREN UNDER 18 YEARS BY RESPONSIBILITY FOR OWN GRANDCHILDREN AND AGE OF GRANDPARENT,Individuals
B10061,Grand(Persons) - Age of HH Members,grandparents living with own grandchildren under 18 years in households,TENURE OF GRANDPARENTS LIVING WITH OWN GRANDCHILDREN UNDER 18 YEARS BY RESPONSIBILITY FOR OWN GRANDCHILDREN AND AGE OF GRANDPARENT,Individuals
B10063,Grand(Persons) - Age of HH Members,households,HOUSEHOLDS WITH GRANDPARENTS LIVING WITH OWN GRANDCHILDREN UNDER 18 YEARS BY RESPONSIBILITY FOR OWN GRANDCHILDREN AND PRESENCE OF PARENT OF GRANDCHILDREN,Households
B11001,Households - Families,households,HOUSEHOLD TYPE,Households
B11001A,Households - Families,households with a householder who is white alone,HOUSEHOLD TYPE,Households
B11001B,Households - Families,households with a householder who is black or african american alone,HOUSEHOLD TYPE,Households
B11001C,Households - Families,households with a householder who is american indian and alaska native alone,HOUSEHOLD TYPE,Households
B11001D,Households - Families,households with a householder who is asian alone,HOUSEHOLD TYPE,Households
B11001E,Households - Families,households with a householder who is native hawaiian and other pacific islander alone,HOUSEHOLD TYPE,Households
B11001F,Households - Families,households with a householder who is some other race alone,HOUSEHOLD TYPE,Households
B11001G,Households - Families,households with a householder who is two or more races,HOUSEHOLD TYPE,Households
B11001H,Households - Families,"households with a householder who is white alone, not hispanic or latino",HOUSEHOLD TYPE,Households
B11001I,Households - Families,households with a householder who is hispanic or latino,HOUSEHOLD TYPE,Households
B11002,Households - Families,population in households,HOUSEHOLD TYPE BY RELATIVES AND NONRELATIVES FOR POPULATION IN HOUSEHOLDS,Households
B11002A,Households - Families,population in households with a householder who is white alone,HOUSEHOLD TYPE BY RELATIVES AND NONRELATIVES FOR POPULATION IN HOUSEHOLDS,Households
B11002B,Households - Families,population in households with a householder who is black or african american alone,HOUSEHOLD TYPE BY RELATIVES AND NONRELATIVES FOR POPULATION IN HOUSEHOLDS,Households
B11002C,Households - Families,population in households with a householder who is american indian and alaska native alone,HOUSEHOLD TYPE BY RELATIVES AND NONRELATIVES FOR POPULATION IN HOUSEHOLDS,Households
B11002D,Households - Families,population in households with a householder who is asian alone,HOUSEHOLD TYPE BY RELATIVES AND NONRELATIVES FOR POPULATION IN HOUSEHOLDS,Households
B11002E,Households - Families,population in households with a householder who is native hawaiian and other pacific islander alone,HOUSEHOLD TYPE BY RELATIVES AND NONRELATIVES FOR POPULATION IN HOUSEHOLDS,Households
B11002F,Households - Families,population in households with a householder who is some other race alone,HOUSEHOLD TYPE BY RELATIVES AND NONRELATIVES FOR POPULATION IN HOUSEHOLDS,Households
B11002G,Households - Families,population in households with a householder who is two or more races,HOUSEHOLD TYPE BY RELATIVES AND NONRELATIVES FOR POPULATION IN HOUSEHOLDS,Households
B11002H,Households - Families,"population in households with a householder who is white alone, not hispanic or latino",HOUSEHOLD TYPE BY RELATIVES AND NONRELATIVES FOR POPULATION IN HOUSEHOLDS,Households
B11002I,Households - Families,population in households with a householder who is hispanic or latino,HOUSEHOLD TYPE BY RELATIVES AND NONRELATIVES FOR POPULATION IN HOUSEHOLDS,Households
B11003,Households - Families,families,FAMILY TYPE BY PRESENCE AND AGE OF OWN CHILDREN UNDER 18 YEARS,Families
B11004,Households - Families,families,FAMILY TYPE BY PRESENCE AND AGE OF RELATED CHILDREN UNDER 18 YEARS,Families
B11005,Households - Families,households,HOUSEHOLDS BY PRESENCE OF PEOPLE UNDER 18 YEARS BY HOUSEHOLD TYPE,Households
B11006,Households - Families,households,HOUSEHOLDS BY PRESENCE OF PEOPLE 60 YEARS AND OVER BY HOUSEHOLD TYPE,Households
B11007,Households - Families,households,"HOUSEHOLDS BY PRESENCE OF PEOPLE 65 YEARS AND OVER, HOUSEHOLD SIZE AND HOUSEHOLD TYPE",Households
B11009,Households - Families,households,UNMARRIED-PARTNER HOUSEHOLDS BY SEX OF PARTNER,Households
B11010,Households - Families,nonfamily households,NONFAMILY HOUSEHOLDS BY SEX OF HOUSEHOLDER BY LIVING ALONE BY AGE OF HOUSEHOLDER,Households
B11011,Households - Families,households,HOUSEHOLD TYPE BY UNITS IN STRUCTURE,Households
B11012,Households - Families,households,HOUSEHOLD TYPE BY TENURE,Households
B11013,Households - Families,subfamilies,SUBFAMILY TYPE BY PRESENCE OF OWN CHILDREN UNDER 18 YEARS,Households
B11014,Households - Families,population in subfamilies,POPULATION IN SUBFAMILIES BY SUBFAMILY TYPE BY RELATIONSHIP,Individuals
B11015,Households - Families,households,HOUSEHOLDS BY PRESENCE OF NONRELATIVES,Households
B11016,Households - Families,households,HOUSEHOLD TYPE BY HOUSEHOLD SIZE,Households
B11017,Households - Families,total households,MULTIGENERATIONAL HOUSEHOLDS,Households
B12001,Marital Status,population 15 years and over,SEX BY MARITAL STATUS FOR THE POPULATION 15 YEARS AND OVER,Individuals
B12002,Marital Status,population 15 years and over,SEX BY MARITAL STATUS BY AGE FOR THE POPULATION 15 YEARS AND OVER,Individuals
B12002A,Marital Status,white alone population 15 years and over,SEX BY MARITAL STATUS FOR THE POPULATION 15 YEARS AND OVER,Individuals
B12002B,Marital Status,black or african american alone population 15 years and over,SEX BY MARITAL STATUS FOR THE POPULATION 15 YEARS AND OVER,Individuals
B12002C,Marital Status,american indian and alaska native alone population 15 years and over,SEX BY MARITAL STATUS FOR THE POPULATION 15 YEARS AND OVER,Individuals
B12002D,Marital Status,asian alone population 15 years and over,SEX BY MARITAL STATUS FOR THE POPULATION 15 YEARS AND OVER,Individuals
B12002E,Marital Status,native hawaiian and other pacific islander alone population 15 years and over,SEX BY MARITAL STATUS FOR THE POPULATION 15 YEARS AND OVER,Individuals
B12002F,Marital Status,some other race alone population 15 years and over,SEX BY MARITAL STATUS FOR THE POPULATION 15 YEARS AND OVER,Individuals
B12002G,Marital Status,two or more races population 15 years and over,SEX BY MARITAL STATUS FOR THE POPULATION 15 YEARS AND OVER,Individuals
B12002H,Marital Status,"white alone, not hispanic or latino population 15 years and over",SEX BY MARITAL STATUS FOR THE POPULATION 15 YEARS AND OVER,Individuals
B12002I,Marital Status,hispanic or latino population 15 years and over,SEX BY MARITAL STATUS FOR THE POPULATION 15 YEARS AND OVER,Individuals
B12005,Marital Status,population 15 years and over,MARITAL STATUS BY NATIVITY,Individuals
B12006,Marital Status,population 16 years and over,MARITAL STATUS BY SEX BY LABOR FORCE PARTICIPATION,Individuals
B12007,Marital Status,population 15 to 54 years,MEDIAN AGE AT FIRST MARRIAGE,Median Age at First Marriage
B12007A,Marital Status,white alone population 15 to 54 years,MEDIAN AGE AT FIRST MARRIAGE,Median Age at First Marriage
B12007B,Marital Status,black or african american alone population 15 to 54 years,MEDIAN AGE AT FIRST MARRIAGE,Median Age at First Marriage
B12007C,Marital Status,american indian and alaska native alone population 15 to 54 years,MEDIAN AGE AT FIRST MARRIAGE,Median Age at First Marriage
B12007D,Marital Status,asian alone population 15 to 54 years,MEDIAN AGE AT FIRST MARRIAGE,Median Age at First Marriage
B12007E,Marital Status,native hawaiian and other pacific islander alone population 15 to 54 years,MEDIAN AGE AT FIRST MARRIAGE,Median Age at First Marriage
B12007F,Marital Status,some other race alone population 15 to 54 years,MEDIAN AGE AT FIRST MARRIAGE,Median Age at First Marriage
B12007G,Marital Status,two or more races population 15 to 54 years,MEDIAN AGE AT FIRST MARRIAGE,Median Age at First Marriage
B12007H,Marital Status,"white alone, not hispanic or latino population 15 to 54 years",MEDIAN AGE AT FIRST MARRIAGE,Median Age at First Marriage
B12007I,Marital Status,hispanic or latino population 15 to 54 years,MEDIAN AGE AT FIRST MARRIAGE,Median Age at First Marriage
B12501,Marital Status,population 15 years and over,MARRIAGES IN THE LAST YEAR BY SEX BY MARITAL STATUS FOR THE POPULATION 15 YEARS AND OVER,Individuals
B12502,Marital Status,population 15 years and over,MARRIAGES ENDING IN WIDOWHOOD IN THE LAST YEAR BY SEX BY MARITAL STATUS FOR THE POPULATION 15 YEARS AND OVER,Individuals
B12503,Marital Status,population 15 years and over,DIVORCES IN THE LAST YEAR BY SEX BY MARITAL STATUS FOR THE POPULATION 15 YEARS AND OVER,Individuals
B12504,Marital Status,population 15 years and over who are now married or separated,MEDIAN DURATION OF CURRENT MARRIAGE IN YEARS BY SEX BY MARITAL STATUS FOR THE MARRIED POPULATION 15 YEARS AND OVER,Median Duration of Marriage (Years)
B12505,Marital Status,population 15 years and over,NUMBER OF TIMES MARRIED BY SEX BY MARITAL STATUS FOR THE POPULATION 15 YEARS AND OVER,Individuals
B13001,Fertility,women 15 to 50 years,MARITAL STATUS BY AGE FOR WOMEN 15 TO 50 YEARS,Individuals
B13002,Fertility,women 15 to 50 years,WOMEN 15 TO 50 YEARS WHO HAD A BIRTH IN THE PAST 12 MONTHS BY MARITAL STATUS AND AGE,Individuals
B13002A,Fertility,white alone women 15 to 50 years,WOMEN 15 TO 50 YEARS WHO HAD A BIRTH IN THE PAST 12 MONTHS BY MARITAL STATUS,Individuals
B13002B,Fertility,black or african american alone women 15 to 50 years,WOMEN 15 TO 50 YEARS WHO HAD A BIRTH IN THE PAST 12 MONTHS BY MARITAL STATUS,Individuals
B13002C,Fertility,american indian and alaska native alone women 15 to 50 years,WOMEN 15 TO 50 YEARS WHO HAD A BIRTH IN THE PAST 12 MONTHS BY MARITAL STATUS,Individuals
B13002D,Fertility,asian alone women 15 to 50 years,WOMEN 15 TO 50 YEARS WHO HAD A BIRTH IN THE PAST 12 MONTHS BY MARITAL STATUS,Individuals
B13002E,Fertility,native hawaiian and other pacific islander alone women 15 to 50 years,WOMEN 15 TO 50 YEARS WHO HAD A BIRTH IN THE PAST 12 MONTHS BY MARITAL STATUS,Individuals
B13002F,Fertility,some other race alone women 15 to 50 years,WOMEN 15 TO 50 YEARS WHO HAD A BIRTH IN THE PAST 12 MONTHS BY MARITAL STATUS,Individuals
B13002G,Fertility,two or more races women 15 to 50 years,WOMEN 15 TO 50 YEARS WHO HAD A BIRTH IN THE PAST 12 MONTHS BY MARITAL STATUS,Individuals
B13002H,Fertility,"white alone, not hispanic or latino women 15 to 50 years",WOMEN 15 TO 50 YEARS WHO HAD A BIRTH IN THE PAST 12 MONTHS BY MARITAL STATUS,Individuals
B13002I,Fertility,hispanic or latino women 15 to 50 years,WOMEN 15 TO 50 YEARS WHO HAD A BIRTH IN THE PAST 12 MONTHS BY MARITAL STATUS,Individuals
B13004,Fertility,women 15 to 50 years in households,WOMEN 15 TO 50 YEARS WHO HAD A BIRTH IN THE PAST 12 MONTHS BY MARITAL STATUS AND PRESENCE OF UNMARRIED PARTNER,Individuals
B13008,Fertility,women 15 to 50 years,WOMEN 15 TO 50 YEARS WHO HAD A BIRTH IN THE PAST 12 MONTHS BY MARITAL STATUS AND CITIZENSHIP STATUS,Individuals
B13008,Fertility,women 15 to 50 years,WOMEN 15 TO 50 YEARS WHO HAD A BIRTH IN THE PAST 12 MONTHS BY MARITAL STATUS AND NATIVITY,Individuals
B13010,Fertility,women 15 to 50 years for whom poverty status is determined,WOMEN 15 TO 50 YEARS WHO HAD A BIRTH IN THE PAST 12 MONTHS BY MARITAL STATUS AND POVERTY STATUS IN THE PAST 12 MONTHS,Individuals
B13012,Fertility,women 16 to 50 years,WOMEN 16 TO 50 YEARS WHO HAD A BIRTH IN THE PAST 12 MONTHS BY MARITAL STATUS AND LABOR FORCE STATUS,Individuals
B13014,Fertility,women 15 to 50 years,WOMEN 15 TO 50 YEARS WHO HAD A BIRTH IN THE PAST 12 MONTHS BY MARITAL STATUS AND EDUCATIONAL ATTAINMENT,Individuals
B13015,Fertility,women 15 to 50 years,WOMEN 15 TO 50 YEARS WHO HAD A BIRTH IN THE PAST 12 MONTHS BY MARITAL STATUS AND RECEIPT OF PUBLIC ASSISTANCE INCOME IN THE PAST 12 MONTHS,Individuals
B13016,Fertility,women 15 to 50 years,WOMEN 15 TO 50 YEARS WHO HAD A BIRTH IN THE PAST 12 MONTHS BY AGE,Individuals
B14001,School Enrollment,population 3 years and over,SCHOOL ENROLLMENT BY LEVEL OF SCHOOL FOR THE POPULATION 3 YEARS AND OVER,Individuals
B14002,School Enrollment,population 3 years and over,SEX BY SCHOOL ENROLLMENT BY LEVEL OF SCHOOL BY TYPE OF SCHOOL FOR THE POPULATION 3 YEARS AND OVER,Individuals
B14003,School Enrollment,population 3 years and over,SEX BY SCHOOL ENROLLMENT BY TYPE OF SCHOOL BY AGE FOR THE POPULATION 3 YEARS AND OVER,Individuals
B14004,School Enrollment,population 15 years and over,SEX BY COLLEGE OR GRADUATE SCHOOL ENROLLMENT BY TYPE OF SCHOOL BY AGE FOR THE POPULATION 15 YEARS AND OVER,Individuals
B14005,School Enrollment,population 16 to 19 years,SEX BY SCHOOL ENROLLMENT BY EDUCATIONAL ATTAINMENT BY EMPLOYMENT STATUS FOR THE POPULATION 16 TO 19 YEARS,Individuals
B14006,School Enrollment,population 3 years and over for whom poverty status is determined,POVERTY STATUS IN THE PAST 12 MONTHS BY SCHOOL ENROLLMENT BY LEVEL OF SCHOOL FOR THE POPULATION 3 YEARS AND OVER,Individuals
B14007,School Enrollment,population 3 years and over,SCHOOL ENROLLMENT BY DETAILED  LEVEL OF SCHOOL FOR THE POPULATION 3 YEARS AND OVER,Individuals
B14007A,School Enrollment,white alone population 3 years and over,SCHOOL ENROLLMENT BY DETAILED LEVEL OF SCHOOL FOR THE POPULATION 3 YEARS AND OVER,Individuals
B14007B,School Enrollment,black or african american alone population 3 years and over,SCHOOL ENROLLMENT BY DETAILED LEVEL OF SCHOOL FOR THE POPULATION 3 YEARS AND OVER,Individuals
B14007C,School Enrollment,american indian and alaska native alone population 3 years and over,SCHOOL ENROLLMENT BY DETAILED LEVEL OF SCHOOL FOR THE POPULATION 3 YEARS AND OVER,Individuals
B14007D,School Enrollment,asian alone population 3 years and over,SCHOOL ENROLLMENT BY DETAILED LEVEL OF SCHOOL FOR THE POPULATION 3 YEARS AND OVER,Individuals
B14007E,School Enrollment,native hawaiian and other pacific islander alone population 3 years and over,SCHOOL ENROLLMENT BY DETAILED LEVEL OF SCHOOL FOR THE POPULATION 3 YEARS AND OVER,Individuals
B14007F,School Enrollment,some other race alone population 3 years and over,SCHOOL ENROLLMENT BY DETAILED LEVEL OF SCHOOL FOR THE POPULATION 3 YEARS AND OVER,Individuals
B14007G,School Enrollment,two or more races population 3 years and over,SCHOOL ENROLLMENT BY DETAILED LEVEL OF SCHOOL FOR THE POPULATION 3 YEARS AND OVER,Individuals
B14007H,School Enrollment,"white alone, not hispanic or latino, population 3 years and over",SCHOOL ENROLLMENT BY DETAILED LEVEL OF SCHOOL FOR THE POPULATION 3 YEARS AND OVER,Individuals
B14007I,School Enrollment,hispanic or latino population 3 years and over,SCHOOL ENROLLMENT BY DETAILED LEVEL OF SCHOOL FOR THE POPULATION 3 YEARS AND OVER,Individuals
B15001,Educational Attainment,population 18 years and over,SEX BY AGE BY EDUCATIONAL ATTAINMENT FOR THE POPULATION 18 YEARS AND OVER,Individuals
B15002,Educational Attainment,population 25 years and over,SEX BY EDUCATIONAL ATTAINMENT FOR THE POPULATION 25 YEARS AND OVER,Individuals
B15003,Educational Attainment,population 25 years and over,EDUCATIONAL ATTAINMENT FOR THE POPULATION 25 YEARS AND OVER,Individuals
B15011,Educational Attainment,population 25 years and over with a bachelor's degree or higher attainment,SEX BY AGE BY FIELD OF BACHELOR'S DEGREE FOR FIRST MAJOR FOR THE POPULATION 25 YEARS AND OVER,Individuals
B15012,Educational Attainment,total bachelor's degree majors tallied for people 25 years and over with a bachelor's degree or higher attainment,TOTAL FIELDS OF BACHELOR'S DEGREES REPORTED,Aggregate Bachelor's Degree Majors
B16001,Language,population 5 years and over,LANGUAGE SPOKEN AT HOME BY ABILITY TO SPEAK ENGLISH FOR THE POPULATION 5 YEARS AND OVER,Individuals
B16002,Language,households,HOUSEHOLD LANGUAGE BY HOUSEHOLD LIMITED ENGLISH SPEAKING STATUS,Households
B16002,Language,households,"HOUSEHOLD LANGUAGE BY HOUSEHOLDS IN WHICH NO ONE 14 AND OVER SPEAKS ENGLISH ONLY OR SPEAKS A LANGUAGE OTHER THAN ENGLISH AT HOME AND SPEAKS ENGLISH ""VERY WELL""",Households
B16002,Language,households,HOUSEHOLD LANGUAGE BY LINGUISTIC ISOLATION,Households
B16003,Language,"population 5 years and over in households in which no one 14 and over speaks english only or speaks a language other than english at home and speaks english ""very well""","AGE BY LANGUAGE SPOKEN AT HOME FOR THE POPULATION 5 YEARS AND OVER IN HOUSEHOLDS IN WHICH NO ONE 14 AND OVER SPEAKS ENGLISH ONLY OR SPEAKS A LANGUAGE OTHER THAN ENGLISH AT HOME AND SPEAKS ENGLISH ""VER",Individuals
B16003,Language,"population 5 years and over in households in which no one 14 and over speaks english only or speaks a language other than english at home and speaks english ""very well""",AGE BY LANGUAGE SPOKEN AT HOME FOR THE POPULATION 5 YEARS AND OVER IN LIMITED ENGLISH SPEAKING HOUSEHOLDS,Individuals
B16003,Language,population 5 years and over in linguistically isolated households,AGE BY LANGUAGE SPOKEN AT HOME FOR THE POPULATION 5 YEARS AND OVER IN LINGUISTICALLY ISOLATED HOUSEHOLDS,Individuals
B16004,Language,population 5 years and over,AGE BY LANGUAGE SPOKEN AT HOME BY ABILITY TO SPEAK ENGLISH FOR THE POPULATION 5 YEARS AND OVER,Individuals
B16005,Language,population 5 years and over,NATIVITY BY LANGUAGE SPOKEN AT HOME BY ABILITY TO SPEAK ENGLISH FOR THE POPULATION 5 YEARS AND OVER,Individuals
B16005A,Language,white alone population 5 years and over,NATIVITY BY LANGUAGE SPOKEN AT HOME BY ABILITY TO SPEAK ENGLISH FOR THE POPULATION 5 YEARS AND OVER,Individuals
